,EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight 
100,, 440 ml             ,Łowicz, 440 ml             ,napoje,"cukier, syrop glukozowo-fruktozowy, woda, zagęszczony sok wieloowocowy, 
65% zagęszczone soki z: malin (0,3%) i żurawinowy (0,1%),antocyjany, 
karmel - barwniki, kwas cytrynowy - regulator kwasowości, witamina C - 
substancja wzbogacająca, aromaty.							","{'nutritional': '', 'package': ' beczka drewniana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/342.png'],,,,Swiadome zakupy,,syrop malina z żurawiną 440ml,"http://www.swiadomezakupy.pl/products/view/351
",
101, 5900635000015," 1,5 ml             ",Nałęczowianka," 1,5 ml             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5484.jpg'],,,,Swiadome zakupy,,Naturalna woda mineralna gazowana ,"http://www.swiadomezakupy.pl/products/view/5431
",
102, 5907752683473, 300 ml             ,Bio Food, 300 ml             ,napoje,Składniki pochodzą z upraw ekologicznych i są objęte certyfikatem kontroli AGROBIOTEST NR 04494-B.,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4879.jpg'],,,,Swiadome zakupy,,Organiczny Sok wielowarzywny kwaszony BIO ,"http://www.swiadomezakupy.pl/products/view/4840
",
103,, 300 ml             ,Tarczyn, 300 ml             ,napoje,"sok z czerwonych grejpfrutów odtworzony z zagęszczonego soku 
z czerwonych grejpfrutów, woda,  cukier (A), i/lub syrop 
glukozowo-fruktozowy (B), kwas cytrynowy - regulator kwasowości, A, B - 
w zależności od użytych składników, nadruk na butelce z etykietą.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/233.png'],,,,Swiadome zakupy,,czerwony grejpfrut 300ml,"http://www.swiadomezakupy.pl/products/view/241
",
104, 5900500031045, 1 l             ,Hortex, 1 l             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>woda, soki z soków 
zagęszczonych: jabłkowy (11%), pomarańczowy (3%), malinowy (3%), 
aroniowy (3%), cukier (R) i/lub syrop glukozowo-fruktozowy (S), 
regulatory kwasowości: cytrynian sodu, kwas cytrynowy, ekstrakt czarnej 
herbaty (0,12%), naturalne aromaty: kardamonu, imbiru, cynamonu, 
goździków</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3192.jpg'],,,,Swiadome zakupy,,Napój Zimowa herbata,"http://www.swiadomezakupy.pl/products/view/3161
",
105, 5900541000697," 1,5 l             ",Żywiec Zdrój," 1,5 l             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3419.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Napój niegazowany o smaku pomarańczowym,"http://www.swiadomezakupy.pl/products/view/3391
",
106,  5902403033249," 1,5 l             ",Ustronianka," 1,5 l             ",napoje,"<span itemprop=""description"">Napój gazowany, o smaku limonki, słodzony wyłącznie cukrem.</span>","{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5300.jpg'],,,,Swiadome zakupy,,Napój Aroma pring limonka,"http://www.swiadomezakupy.pl/products/view/5246
",
107, 5901115000075," 1,5 l             ",Kryniczanka," 1,5 l             ",napoje,"Kryniczanka, dzięki bardzo dużej zawartości wapnia, proponowana jest 
jako woda wzmacniającą układ kostny (zapobieganie osteoporozie, 
wpływanie na prawidłową krzepliwość krwi i uszczelnianie naczyń 
krwionośnych, w stanach uczuleniowych) rekonwalescentom po urazach i 
złamaniach, osobom starszym jak również czynnie uprawiającym sport. 
Zalecana w profilaktyce zdrowotnej.","{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5475.jpg'],,,,Swiadome zakupy,,Naturalna woda mineralna gazowana,"http://www.swiadomezakupy.pl/products/view/5422
",
108,, 1 l             ,Fortuna, 1 l             ,napoje,sok z czerwonych grejpfrutów odtworzony z zagęszczonego soku z czerwonych grejpfrutów.							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/276.png'],,,,Swiadome zakupy,,sok 100% z czerwonych grejpfrutów 1L,"http://www.swiadomezakupy.pl/products/view/285
",
109,, 300 ml             ,Tarczyn, 300 ml             ,napoje,"sok z białych grejpfrutów odtworzony z zagęszczonego soku z białych 
grejpfrutów, woda,  cukier (A), i/lub syrop glukozowo-fruktozowy (B), 
witamina C - substancja wzbogacająca, kwas cytrynowy - regulator 
kwasowości, A, B - w zależności od użytych składników, nadruk na butelce
 z etykietą.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/234.png'],,,,Swiadome zakupy,,grejpfrut 300ml,"http://www.swiadomezakupy.pl/products/view/242
",
110,, 2 l             ,Fortuna, 2 l             ,napoje," nektar z czerwonych grejpfrutów odtworzony z zagęszczonego soku z czerwonych 
grejpfrutów (50%), woda, syrop glukozowo-fruktozowy, kwas cytrynowy - 
regulator kwasowości.							","{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/285.png'],,,,Swiadome zakupy,,nektar z czerwonych grejpfrutów 2L,"http://www.swiadomezakupy.pl/products/view/294
",
111, 5900956100746, 420 ml             ,Herbapol, 420 ml             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>cukier, kwas cytrynowy -
 regulator kwasowości, emulsja pomarańczowa, zagęszczony sok 
pomarańczowy, witamina C - substancja wzbogacająca</div></div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4565.jpg'],,,,Swiadome zakupy,,Syrop pomarańcza ,"http://www.swiadomezakupy.pl/products/view/4518
",
112, 5904215922391, 1 l             ,Gomar Pińczów, 1 l             ,napoje, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1712.jpg'],,,,Swiadome zakupy,,Sok  marchw.-brzoskwiniowo-jabłkowy     Michaś,"http://www.swiadomezakupy.pl/products/view/1683
",
113, 5903263526537," 0,2 l             ",MIX Kwidzyn," 0,2 l             ",napoje,<strong>Sok pomidorowy</strong>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1498.png'],,,,Swiadome zakupy,,Sok pomidorowy Dzień i Noc,"http://www.swiadomezakupy.pl/products/view/1497
",
114,, 250 ml             ,Łowicz, 250 ml             ,napoje,"cukier, woda, sok z owoców czarnego bzu z zagęszczonego soku z owoców 
czarnego bzu (19%), kwas cytrynowy regulator kwasowości, aromat. Cukier,
 woda, sok z owoców czarnego bzu z zagęszczonego soku z owoców czarnego 
bzu (19%), kwas cytrynowy regulator kwasowości, aromat.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/348.png'],,,,Swiadome zakupy,,syrop czarny bez 250ml,"http://www.swiadomezakupy.pl/products/view/357
",
115,, 2 l             ,Garden, 2 l             ,napoje,"woda, soki odtworzone z zagęszczonych soków z: pomarańczy, jabłek 
i czerwonych pomarańczy (0,5%), kwas cytrynowy i cytrynian trisodowy - 
regulatory kwasowości, antocyjany - barwnik, aromat, substancje słodzące
 E-950, E-952, E-954, kwas askorbinowy - przeciwutleniacz.							","{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/218.png'],,,,Swiadome zakupy,,czerwona pomarańcza 2L,"http://www.swiadomezakupy.pl/products/view/226
",
116, 5900334000330, 1 l             ,Tymbark, 1 l             ,napoje,"<span itemprop=""description""><h5>Składniki: woda, soki z zagęszczonych soków (20%) z: pomarańczy i brzoskwiń, cukier
 (D) i/lub syrop glukozowo-fruktozowy (G), (D, G - w zależności od 
użytego składnika: patrz nadruk na wierzchu opakowania.), koncentrat cytrynowy, aromaty, przeciwutleniacz - kwas askorbinowy, barwnik - beta-karoten</h5></span>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/2940.jpg'],,,,Swiadome zakupy,,Napój owocowy pomarańcza brzoskwinia ,"http://www.swiadomezakupy.pl/products/view/2917
",
117,, 300 ml             ,Pysio, 300 ml             ,napoje,"woda, cukier i/lub syrop glukozowo-fruktozowy, soki odtworzone 
z zagęszczonych soków z: jabłek, brzoskwiń (2,5%), limonek (0,9%), 
nektarynek (0,8%), cytrynian trisodowy i kwas cytrynowy - regulatory 
kwasowości, guma guar i guma ksantanowa - substancje zagęszczające, 
witamina C - przeciwutleniacz, β-karoten - barwnik, aromaty.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/265.png'],,,,Swiadome zakupy,,brzoskwinia - nektarynka - limonka 300ml,"http://www.swiadomezakupy.pl/products/view/274
",
118, 5997210702242, 1000 ml             ,Rolnik, 1000 ml             ,napoje,<b>Zaprawa cytrynowa 1000ml</b>,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/550.jpg'],,,,Swiadome zakupy,,Zaprawa cytrynowa ,"http://www.swiadomezakupy.pl/products/view/564
",
119, 5900500024283, 1 l             ,Hortex, 1 l             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>woda, sok wiśniowy (35%) z soku zagęszczonego, cukier, syrop glukozowo-fruktozowy, naturalny aromat wiśniowy</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3135.jpg'],,,,Swiadome zakupy,,Nektar wiśniowy ,"http://www.swiadomezakupy.pl/products/view/3104
",
120, 4038375025102, 1 l             ,Natumi, 1 l             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>woda, ryż (14%), olej słonecznikowy, naturalny ekstrakt z wanilii, sól morska</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4816.jpg'],,,,Swiadome zakupy,,Reis vanilla Napój Ryżowo-Waniliowy BIO,"http://www.swiadomezakupy.pl/products/view/4777
",
121, 5904215924203, 300 ml             ,Gomar Pińczów, 300 ml             ,napoje, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",[],,,,Swiadome zakupy,,Napój jabłkowy ,"http://www.swiadomezakupy.pl/products/view/1755
",
122, 5900334001832, 300 ml             ,Tymbark, 300 ml             ,napoje,"<span itemprop=""description""><h5>Składniki: soki z czerwonych grejpfrutów z zagęszczonego soku, woda, cukier (D) i/lub syrop glukozowo-fruktozowy (G), (D,G - w zależności od użytego składnika: patrz nadruk nad lub pod etykietą), przeciwutleniacz - kwas askorbinowy</h5></span>","{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/2932.jpg'],,,,Swiadome zakupy,,Nektar czerwony grejpfrut ,"http://www.swiadomezakupy.pl/products/view/2909
",
123, 5900541000413," 1,5 l             ",Żywiec Zdrój," 1,5 l             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3409.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Napój niegazowany o smaku jabłkowym,"http://www.swiadomezakupy.pl/products/view/3381
",
124,, 1 l             ,Fortuna, 1 l             ,napoje,sok jabłkowy odtworzony z zagęszczonego soku jabłkowego.							,"{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/270.png'],,,,Swiadome zakupy,,sok 100% jabłkowy 1L,"http://www.swiadomezakupy.pl/products/view/279
",
125, 5900541000499," 1,5 l             ",Żywiec Zdrój," 1,5 l             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3406.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Żywioł  Woda źródlana średnio gazowana,"http://www.swiadomezakupy.pl/products/view/3378
",
126, 5900500023491, 200 ml             ,Hortex, 200 ml             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>soki wyprodukowane z 
soków zagęszczonych (75%): jabłkowy, brzoskwiniowy, pomarańczowy, woda, 
cukier, aromat, substancje wzbogacające-witaminy: C, B6, B12, kwas 
foliowy, mleczan żelazowy</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3198.jpg'],,,,Swiadome zakupy,,Napój jabłkowo-brzoskwiniowo-pomarańczowy,"http://www.swiadomezakupy.pl/products/view/3167
",
127, 5907814668424, 330 gram             ,Bio Planet, 330 gram             ,napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3915.jpg'],,,,Swiadome zakupy,,Syrop z agawy BIO,"http://www.swiadomezakupy.pl/products/view/3888
",
128, 5904215924098, 640 gram             ,Gomar Pińczów, 640 gram             ,napoje, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1765.jpg'],,,,Swiadome zakupy,, Syrop malina-lipa,"http://www.swiadomezakupy.pl/products/view/1736
",
129, 5900334005519, 1 l             ,Tymbark, 1 l             ,napoje, ,"{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/2935.jpg'],,,,Swiadome zakupy,,Napój wieloowocowy Owoce Świata Żurawina ,"http://www.swiadomezakupy.pl/products/view/2912
",
130, 5900956101231, 435 ml             ,Herbapol, 435 ml             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>cukier lub syrop 
glukozowo-fruktozowy, woda, zagęszczony sok aroniowy, kwas cytrynowy - 
regulator kwasowości, kwiat lipy 0,4%, 50% zagęszczony sok malinowy, 
aromaty, witamina C</div></div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4562.jpg'],,,,Swiadome zakupy,,Premium Syrop Malina z kwiatem lipy ,"http://www.swiadomezakupy.pl/products/view/4525
",
131,, 1 l             ,dr Witt, 1 l             ,napoje,"woda, soki odtworzone z soków zagęszczonych i przeciery (35%) z: 
pomarańczy (8,3%), jabłek, bananów oraz ananasów, mango, moreli, papai, 
markuj, kiwi, brzoskwini i guawy (w różnych proporcjach), cukier (A) 
i/lub syrop glukozowo-fruktozowy (B), pektyna - stabilizator, β-karoten -
 barwnik, kwas askorbinowy - przeciwutleniacz, cytrynian magnezu - 
substancja wzbogacająca, ekstrakt z guarany (0,1%), aromat.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/209.png'],,,,Swiadome zakupy,,owoce południowe - koncentracja 1L,"http://www.swiadomezakupy.pl/products/view/218
",
132, 5904215923350, 300 ml             ,Gomar Pińczów, 300 ml             ,napoje, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1782.jpg'],,,,Swiadome zakupy,, Napój jabłkowo-wiśniowy,"http://www.swiadomezakupy.pl/products/view/1753
",
133,, 440 ml             ,Łowicz, 440 ml             ,napoje,"cukier, syrop glukozowo-fruktozowy, woda, zagęszczony  sok wieloowocowy,
 65% zagęszczony sok malinowy (0,3%), ekstrakt z kwiatu lipy, 
antocyjany, karmel - barwniki, kwas cytrynowy - regulator kwasowości, 
witamina C - substancja wzbogacająca, aromaty.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/341.png'],,,,Swiadome zakupy,,syrop malina z kwiatem lipy 440ml,"http://www.swiadomezakupy.pl/products/view/350
",
134, 5903263527022, 1 l             ,MIX Kwidzyn, 1 l             ,napoje,<strong>Sok pomarańczowy</strong>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1484.png'],,,,Swiadome zakupy,,Sok pomarańczowy Dzień i Noc,"http://www.swiadomezakupy.pl/products/view/1483
",
135,, 2 l             ,Garden, 2 l             ,napoje,"woda, soki odtworzone z soków zagęszczonych z: cytryn (19%), limetek 
(1%), syrop glukozowo-fruktozowy, kwas cytrynowy i cytrynian trisodowy -
 regulatory kwasowości, kompleksy miedziowe chlorofilin i B-karoten - 
barwniki, witamina C - przeciwutleniacz, naturalny aromat miętowy, 
substancje słodzące: E-950, E-952 i E-954.							","{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/230.png'],,,,Swiadome zakupy,,limonka mięta 2L,"http://www.swiadomezakupy.pl/products/view/238
",
136,, 1 l             ,Fortuna, 1 l             ,napoje,"soki odtworzone z soków zagęszczonych i przeciery z: winogron, marchwi 
22%, jabłek 18%, bananów 18%, cytryn, woda, witamina C i witamina E - 
substancje wzbogacające, aromat.							","{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/302.png'],,,,Swiadome zakupy,,marchew jabłko banan 1L,"http://www.swiadomezakupy.pl/products/view/311
",
137, 5900500024399, 1 l             ,Hortex, 1 l             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>sok ananasowy wyprodukowany z soku zagęszczonego</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3133.jpg'],,,,Swiadome zakupy,,Sok ananasowy,"http://www.swiadomezakupy.pl/products/view/3102
",
138,, 1 l             ,Fortuna, 1 l             ,napoje,sok z zielonych grejpfrutów sweetie odtworzony z zagęszczonego soku z zielonych grejpfrutów sweetie.							,"{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/277.png'],,,,Swiadome zakupy,,"sok 100% z zielonych grejpfrutów „sweetie""","http://www.swiadomezakupy.pl/products/view/286
",
139, 4038375025140, 1 l             ,Natumi, 1 l             ,napoje,"<div class=""ingredients""><h4>Składniki</h4><div>woda, pełnoziarnisty orkisz (17%), migdały (2,5%), olej słonecznikowy, sól morska</div></div>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4810.jpg'],,,,Swiadome zakupy,,Dinkel mandel Napój Orkiszowo-Migdałowy BIO ,"http://www.swiadomezakupy.pl/products/view/4771
",
140, 5902078003905, 700 ml             ,Cisowianka, 700 ml             ,napoje,<b>Jeden litr zawiera 714 mg składników </b>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5291.jpg'],,,,Swiadome zakupy,,Naturalna woda mineralna niegazowana ,"http://www.swiadomezakupy.pl/products/view/5237
",
141, 5900635000039, 500 ml             ,Nałęczowianka, 500 ml             ,napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5483.jpg'],,,,Swiadome zakupy,, Naturalna woda mineralna gazowana ,"http://www.swiadomezakupy.pl/products/view/5430
",
142, 5901597860433, 2 l             ,Kofola Hoop, 2 l             ,napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3397.jpg'],,,,Swiadome zakupy,,HOOP Cola - napój gazowany ,"http://www.swiadomezakupy.pl/products/view/3369
",
143,, 2 l             ,Garden, 2 l             ,napoje,"woda, soki odtworzone z soków zagęszczonych i przeciery 20% z: gruszek, 
winogron, jabłek, pomarańczy, mango, passiflory, guany, bananów, 
ananasów i brzoskwiń w różnych proporcjach, kwas cytrynowy i cytrynian 
trisodowy - regulatory kwasowości, guma ksantanowa  - stabilizator, 
B-karoten - barwnik, zestaw witamin - substancje wzbogacające, aromaty, 
substancje słodzące: E-950, E-952 i E-954.							","{'nutritional': '', 'package': ' karton \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/222.png'],,,,Swiadome zakupy,,multiwitamina 12 witamin 2L,"http://www.swiadomezakupy.pl/products/view/230
",
144,, 300 ml             ,Fortuna, 300 ml             ,napoje,"koncentrat i przecier z pomidorów (61,2%), przecier z: marchwi (9,5%), 
sok z buraków czerwonych wyprodukowany z soku zagęszczonego (7,5%), 
przecier z selera, przecier z cebuli, przecier z papryki czerwonej (3%),
 przecier z pietruszki (2,9%), przecier z rabarbaru, przecier z dyni, 
przecier z czosnku, sól, kwas cytrynowy - regulator kwasowości, witamina
 C - substancja wzbogacająca, ekstrakt z imbiru, naturalne zioła 
i przyprawy.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/296.png'],,,,Swiadome zakupy,,sok WW+ imbir 300ml,"http://www.swiadomezakupy.pl/products/view/305
",
145, 5900059025212, 1 l             ,Fortuna, 1 l             ,napoje,"soki odtworzone z soków zagęszczonych i przeciery z: winogron, marchwi 
32%, jabłek 31%, truskawek 1%, cytryn, woda, witamina C i witamina E - 
substancje wzbogacające, aromat.							","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/299.png'],,,,Swiadome zakupy,,marchew jabłko truskawka 1L Karotka,"http://www.swiadomezakupy.pl/products/view/308
",
146, 5904215923596, 640 gram             ,Gomar Pińczów, 640 gram             ,napoje, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1757.jpg'],,,,Swiadome zakupy,, Syrop truskawkowy,"http://www.swiadomezakupy.pl/products/view/1728
",
147, 5900541000000," 1,5 l             ",Żywiec Zdrój," 1,5 l             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3402.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Naturalna woda źródlana niegazowana ,"http://www.swiadomezakupy.pl/products/view/3374
",
148, 5900334012661, 1 l             ,Tymbark, 1 l             ,napoje,"<span itemprop=""description""><h5>Składniki: woda, sok z czarnych porzeczek (25%) z zagęszczonego soku, cukier (D) i/lub syrop glukozowo-fruktozowy (G), (D,G - w zależności od użytego składnika: patrz nadruk na wierzchu opakowania), regulator kwasowości - kwas cytrynowy</h5></span>","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/2933.jpg'],,,,Swiadome zakupy,,Nektar czarna porzeczka,"http://www.swiadomezakupy.pl/products/view/2910
",
149, 5901115000020," 1,5 l             ",Kryniczanka," 1,5 l             ",napoje,"<div itemprop=""description"">Woda mineralna Jan, to woda lecznicza pochodząca ze Zdroju Jana znajdującego się u podnóża Góry Parkowej w Krynicy Zdroju<br/>Jest
 to woda bogata w minerały, zarówno kationy, jak i aniony. Zawiera m.in.
 kationy wapnia, magnezu, sodu czy żelaza oraz aniony wodorowęglanowe 
czy chlorki. Jest także bogata w dwutlenek węgla. Ze względu na swoje 
właściwości moczopędne znajduje zastosowanie w leczeniu chorób nerek i 
układu moczowego. Wpływa ona także na obniżenie poziomu cholesterolu i 
cukru we krwi, przez co przydaje się przy leczeniu cukrzycy oraz 
miażdżycy.</div>","{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5468.jpg'],,,,Swiadome zakupy,,Mineralna woda lecznicza Jan ,"http://www.swiadomezakupy.pl/products/view/5415
",
150,, 440 ml             ,Łowicz, 440 ml             ,napoje,"cukier, syrop glukozowo-fruktozowy, woda, zagęszczony sok wieloowocowy, 
65% zagęszczony sok żurawinowy (0,1%), antocyjany, karmel - barwniki, 
kwas cytrynowy - regulator kwasowości witamina C - substancja wzbogaca, 
aromat.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/346.png'],,,,Swiadome zakupy,,syrop żurawina 440ml,"http://www.swiadomezakupy.pl/products/view/355
",
151, 5900541001540," 1,5 ml             ",Żywiec Zdrój," 1,5 ml             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3421.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Żywioł Napój gazowany o smaku czarnej porzeczki i żurawiny,"http://www.swiadomezakupy.pl/products/view/3393
",
152, 5449000054227, 1 l             ,Coca Cola, 1 l             ,napoje,"Napój gazowany o smaku cola.
Naturalne aromaty. Bez dodatku substancji konserwujących
Składniki

woda

cukier

dwutlenek węgla

barwnik E 150d

kwas: kwas fosforowy

naturalne aromaty w tym kofeina","{'nutritional': '\n                        Każda porcja 250 ml zawiera 105 kcal, 5 % GDA*,  Cukry 27\xa0g 29% , Tłuszcze 0.0\xa0g 0%, Tłuszcze nasycone 0.0\xa0g 0% , Sód 0.0\xa0g 0%\n, ', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}","['http://www.swiadomezakupy.pl/uploads/products/940/1591.jpg', 'http://www.swiadomezakupy.pl/uploads/products/940/1586.jpg']",,,,Swiadome zakupy,,Coca-Cola Napój gazowany ,"http://www.swiadomezakupy.pl/products/view/1579
",
153,, 900 ml             ,Pysio, 900 ml             ,napoje,"soki odtworzone z soków zagęszczonych i przeciery z: marchwi (34%), 
bananów (7%), jabłek (3%), woda, syrop glukozowo-fruktozowy, kwas 
cytrynowy i kwas jabłkowy - regulatory kwasowości, witamina C - 
substancja wzbogacająca, aromaty.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/261.png'],,,,Swiadome zakupy,,marchew - jabłko - banan 900ml,"http://www.swiadomezakupy.pl/products/view/270
",
154, 5903263527046, 1 l             ,MIX Kwidzyn, 1 l             ,napoje,Sok jabłkowy							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/1483.png'],,,,Swiadome zakupy,,Sok jabłkowy Dzień i Noc,"http://www.swiadomezakupy.pl/products/view/1482
",
155, 5900541001458," 1,5 l             ",Żywiec Zdrój," 1,5 l             ",napoje, ,"{'nutritional': '', 'package': ' butelka z tworzywa sztucznego \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3413.jpg'],,,,Swiadome zakupy,,ŻYWIEC ZDRÓJ Napój niegazowany o smaku ananasowo-grapefruitowym,"http://www.swiadomezakupy.pl/products/view/3385
",
156, 5901115000563, 5 l             ,Kryniczanka, 5 l             ,napoje,"ZUBER - mineralna woda lecznicza, unikalna w skali europejskiej woda o 
bardzo dużej mineralizacji i niezwykle wysokiej zawartości składników 
stałych.","{'nutritional': '', 'package': ' karton \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/5472.jpg'],,,,Swiadome zakupy,,Mineralna woda lecznicza Zuber,"http://www.swiadomezakupy.pl/products/view/5419
",
