,EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
49, 5000299225004, 700 ml             ,CHIVAS REGAL, 700 ml             ,alkohol,Zawartość alkoholu: 40%,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4212.jpg'],,,,Swiadome zakupy,,18 YO Blend Szkocka whisky,"http://www.swiadomezakupy.pl/products/view/4185
",
50,," 0,75 l             ",Jantoń," 0,75 l             ",alkohol,"<div class=""offer_data"">
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Smak:aroniowe wytrawne
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Zawartość alkoholu:11%
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Pojemności:0,75l                
            </div></div>
</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1264.jpg'],,,,Swiadome zakupy,,wino Aronica- wytrawne ,"http://www.swiadomezakupy.pl/products/view/1253
",
51, 5905927002517," 0,5 l             ",Perła," 0,5 l             ",alkohol, ,"{'nutritional': '', 'package': ' puszka aluminiowa \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3115.jpg'],,,,Swiadome zakupy,,Piwo Perła Export,"http://www.swiadomezakupy.pl/products/view/3083
",
52, 080432402184, 700 ml             ,OLMECA , 700 ml             ,alkohol,"Tequila Olmeca Silver produkowana jest z najwyższej jakości błękitnych 
agaw. Unikalna technologia podwójnej destylacji sprawia, że Olmeca 
Silver ma walory arcydzieła. Butelkowana jest w ciągu tygodnia od chwili
 zakończenia drugiej destylacji - stąd jej niezwykła 
przejrzystość.Zawartość alkoholu: 38%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4527.jpg'],,,,Swiadome zakupy,,Silver Tequila,"http://www.swiadomezakupy.pl/products/view/4501
",
53,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,"Składniki: woda, słód jęczmienny jasny, słody jęczmienne ciemne, 
cukier, chmiel, goździki, cynamon, skórka pomarańczy, imbir, ziele 
angielskie, kardamon, aromaty naturalne.","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1448.jpg'],,,,Swiadome zakupy,,Piwo Świąteczne,"http://www.swiadomezakupy.pl/products/view/1445
",
54, 80432402146, 700 ml             ,OLMECA , 700 ml             ,alkohol,"Tequila Olmeca produkowana jest z najwyższej jakości błękitnych agaw - 
to najwytworniejsze dzieło sztuki tworzenia tequili. Unikalna 
technologia podwójnej destylacji sprawia, że Olmeca Anejo nie ma sobie 
równych. Butelkowana jest w czasie 2 lat od chwili zakończenia drugiej 
destylacji.Zawartość alkoholu: 40%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4532.jpg'],,,,Swiadome zakupy,,Gold Tequila,"http://www.swiadomezakupy.pl/products/view/4506
",
55,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,"Składniki: woda, słody jęczmienne; słód pszeniczny; chmiele: Cascade, Chinook, Citra, Centennial, Mosaic; drożdże.","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1450.jpg'],,,,Swiadome zakupy,,Piwo Podróże Kormorana - American IPA,"http://www.swiadomezakupy.pl/products/view/1447
",
56, 5900877000248," 0,5 l             ",Żubr," 0,5 l             ",alkohol,"<div class=""opis"">Piwo warzone od ponad 200 lat na skraju Puszczy 
Białowieskiej, zaw. alkoholu 6,2% obj. - pojemność 0.5l, do butelki 
doliczona jest kaucja 0,35zł</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/213.jpg'],,,,Swiadome zakupy,,Żubr Piwo,"http://www.swiadomezakupy.pl/products/view/221
",
57, 5010196091008, 700 gram             ,JIM BEAM , 700 gram             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4198.jpg'],,,,Swiadome zakupy,,Bourbon ,"http://www.swiadomezakupy.pl/products/view/4171
",
58, 5202795120030, 500 ml             ,Metaxa, 500 ml             ,alkohol,"Swój łagodny, lekko słodki smak Metaxa zawdzięcza oryginalnemu, 
dwuetapowemu i niezmiennemu od ponad stulecia procesowi produkcji. W 
jego końcowym etapie do mieszanki destylatów trzech odmian greckich 
winogron (Savatiano, Sultanina i Black Corinth) oraz dojrzałego wina typu
 Muscat, dodaje się kilka kropel wywaru z ziół i płatków róży. Powstała w
 ten sposób kompozycja leżakowana jest przez 5 lat, w ręcznie wykonanych
 beczkach z dębu rosnącego w lasach Limousin we Francji.Zawartość 
alkoholu: 38%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4492.jpg'],,,,Swiadome zakupy,,***** Brandy,"http://www.swiadomezakupy.pl/products/view/4466
",
59, 5900014002401, 500 ml             ,Okocim, 500 ml             ,alkohol, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3297.jpg'],,,,Swiadome zakupy,,Piwo Okocim Premium Pils ,"http://www.swiadomezakupy.pl/products/view/3268
",
60, 5907446296026, 750 ml             ,EL SOL, 750 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4189.jpg'],,,,Swiadome zakupy,,California wino półsłodkie różowe,"http://www.swiadomezakupy.pl/products/view/4162
",
61,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,"Zawiera: słody jęczmienne (jasny i ciemne), płatki owsiane (16%)","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1445.jpg'],,,,Swiadome zakupy,,Piwo Kormoran Ciemny,"http://www.swiadomezakupy.pl/products/view/1442
",
62, 5901359024035, 400 ml             ,Redds, 400 ml             ,alkohol,"4,5% alk							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3290.jpg'],,,,Swiadome zakupy,,Piwo o smaku żurawinowym,"http://www.swiadomezakupy.pl/products/view/3261
",
63, 5903538901724," 0,5 l             ",Browar Łomża," 0,5 l             ",alkohol,"zaw. alk. 5,7%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3106.jpg'],,,,Swiadome zakupy,,Piwo Łomża Export niepasteryzowane,"http://www.swiadomezakupy.pl/products/view/3074
",
64, 3700485100307, 500 ml             ,A. DE FUSSIGNY, 500 ml             ,alkohol,40% alk.,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4319.jpg'],,,,Swiadome zakupy,,XO Koniak,"http://www.swiadomezakupy.pl/products/view/4290
",
65,, 1 l             ,Jantoń, 1 l             ,alkohol,"<div class=""offer_data"">
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Smak:czarna porzeczka/czerwone
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Zawartość alkoholu:12%
            </div></div>
</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1303.jpg'],,,,Swiadome zakupy,,wino Tiero Czerwone / Czarna Porzeczka ,"http://www.swiadomezakupy.pl/products/view/1295
",
66, 7501005612104, 700 ml             ,SAUZA, 700 ml             ,alkohol,"To tequila klasy premium, która dojrzewa co najmniej rok w dębowych 
beczkach. Leżakowanie nadaje jej piękny złocisty kolor oraz łagodny 
charakter.Zawartość alkoholu: 40%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4539.jpg'],,,,Swiadome zakupy,,Gold Tequila,"http://www.swiadomezakupy.pl/products/view/4508
",
67,, 0 l             ,Krajan, 0 l             ,alkohol,"Ciemne, mocne piwo o ekstrakcie wagowym 18,1 Blg i alc. 9% obj.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1455.png'],,,,Swiadome zakupy,,Piwo Porter,"http://www.swiadomezakupy.pl/products/view/1453
",
68, 5901359014364, 650 ml             ,Lech, 650 ml             ,alkohol,"zaw. alk. 5,2%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3122.jpg'],,,,Swiadome zakupy,,LECH Piwo jasne pełne,"http://www.swiadomezakupy.pl/products/view/3090
",
69,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,"Składniki: woda, słód jęczmienny i pszeniczny, drożdże, lawenda (0,3%), jałowiec, piołun.","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1436.jpg'],,,,Swiadome zakupy,,Piwo Gruit Kopernikowski,"http://www.swiadomezakupy.pl/products/view/1433
",
70,," 0,75 l             ",Jantoń," 0,75 l             ",alkohol,"<div class=""offer_data"">
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Smak:aroniowe półsłodkie
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Zawartość alkoholu:11%
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Pojemności:0,75                  
            </div></div>
</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1262.png'],,,,Swiadome zakupy,,wino Aronica- półsłodkie ,"http://www.swiadomezakupy.pl/products/view/1251
",
71, 5903538901106, 330 ml             ,Browar Łomża, 330 ml             ,alkohol,Zawartość alkoholu 6 % 							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3104.jpg'],,,,Swiadome zakupy,,ŁOMŻA Piwo niepasteryzowane ,"http://www.swiadomezakupy.pl/products/view/3072
",
72, 3185370068441, 750 ml             ,MOET & CHANDON, 750 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4166.jpg'],,,,Swiadome zakupy,,Szampan Nectar Imperial w kartoniku,"http://www.swiadomezakupy.pl/products/view/4139
",
73, 8006233108003, 750 ml             ,Canella, 750 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4159.jpg'],,,,Swiadome zakupy,,Koktajl winny Bellini,"http://www.swiadomezakupy.pl/products/view/4132
",
74,," 0,75 l             ",Włochy," 0,75 l             ",alkohol,"<div class=""offer_data"">
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Smak:półwytrawne/białe
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Zawartość alkoholu:11%
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Kraj:Włochy                
            </div></div>
</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1307.jpg'],,,,Swiadome zakupy,,wino musujące Rocca dei Forti Prosecco ,"http://www.swiadomezakupy.pl/products/view/1299
",
75, 5901359024677, 500 ml             ,Lech, 500 ml             ,alkohol,"Zawartość alkoholu: 2,6%","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3125.jpg'],,,,Swiadome zakupy,,Piwo Lech Shandy Dry Orange ,"http://www.swiadomezakupy.pl/products/view/3094
",
76, 5000267023625, 1 l             ,JOHNNIE WALKER, 1 l             ,alkohol,Zawartość alkoholu: 40%,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4202.jpg'],,,,Swiadome zakupy,,Black Label Blend Szkocka whisky,"http://www.swiadomezakupy.pl/products/view/4175
",
77, 7501145268100, 700 ml             ,EL JIMADOR, 700 ml             ,alkohol,"El Jimador Tequila Blanco to wysokiej jakości, oryginalna tequila 
wytwarzana w 100% z agawy Jest to najlepiej sprzedający się alkohol w 
Meksyku.Ta nietuzinkowa tequila pochodzi z okolic zabytkowej miejscowości
 Amatitan w stanie Jalisco. Jest wytwarzana z niebieskiej agawy. El 
Jimador Blanco jest krystalicznie czysta. Tequila jest butelkowana 
natychmiast, co zwiększa jej czysty, wyraźny smak i wygląd.Zawartość 
alkoholu: 38%							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4535.jpg'],,,,Swiadome zakupy,,Blanco Tequila,"http://www.swiadomezakupy.pl/products/view/4502
",
78, 5010327000091, 500 ml             ,GRANTS, 500 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4228.jpg'],,,,Swiadome zakupy,,Blend Szkocka whisky ,"http://www.swiadomezakupy.pl/products/view/4201
",
79, 5906591000779, 500 ml             ,Amber, 500 ml             ,alkohol,"
","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/587.jpg'],,,,Swiadome zakupy,,Harde piwo,"http://www.swiadomezakupy.pl/products/view/602
",
80,," 0,5 l             ",Krajan," 0,5 l             ",alkohol,"Nakel to prawdziwe niepasteryzowane piwo wyjątkowe i niepowtarzalne, o ekstrakcie wagowym 14,1 ºBlg i alc.7 %.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1468.png'],,,,Swiadome zakupy,,Piwo Nakiel,"http://www.swiadomezakupy.pl/products/view/1466
",
81,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,Piwo niepasteryzowane,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1429.jpg'],,,,Swiadome zakupy,,Piwo Rześkie,"http://www.swiadomezakupy.pl/products/view/1426
",
82,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,"Składniki: Woda, słód jęczmienny, naturalny sok jabłkowy, cukier, chmiel, aromat naturalny","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1440.jpg'],,,,Swiadome zakupy,,Piwo Jabłko w Piwie,"http://www.swiadomezakupy.pl/products/view/1437
",
83,, 500 ml             ,Amber, 500 ml             ,alkohol,"
","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/585.jpg'],,,,Swiadome zakupy,,Złote Lwy Piwo,"http://www.swiadomezakupy.pl/products/view/600
",
84,," 0,5 l             ",Ciechan," 0,5 l             ",alkohol,"Piwo zawiera 12,1% ekstraktu oraz do 4,8% alkoholu objętościowo. Ciechan Pszeniczne jest pasteryzowane, niefiltrowane,							zawiera naturalny osad drożdżowy, który może gromadzić się na ściankach butelki.","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1475.png'],,,,Swiadome zakupy,,Piwo CIECHAN PSZENICZNE,"http://www.swiadomezakupy.pl/products/view/1474
",
85, 5900685004889, 700 ml             ,BALLANTINES, 700 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4217.jpg'],,,,Swiadome zakupy,,12 Y.O Blend Szkocka Whisky + 2 szklanki ,"http://www.swiadomezakupy.pl/products/view/4190
",
86,, 500 ml             ,Amber, 500 ml             ,alkohol,"
","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/584.jpg'],,,,Swiadome zakupy,,Piwo Grand Cili,"http://www.swiadomezakupy.pl/products/view/599
",
87, 8006233103008, 750 ml             ,Canella, 750 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4158.jpg'],,,,Swiadome zakupy,,Koktajl winy Rossini,"http://www.swiadomezakupy.pl/products/view/4131
",
88, 5000299210048, 700 ml             ,PASSPORT, 700 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4201.jpg'],,,,Swiadome zakupy,,Blend Szkocka whisky,"http://www.swiadomezakupy.pl/products/view/4174
",
89, 5903538901960," 0,5 l             ",Browar Łomża," 0,5 l             ",alkohol,"zaw. alk. 5,7%							","{'nutritional': '', 'package': ' puszka aluminiowa \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3108.jpg'],,,,Swiadome zakupy,,Piwo Łomża Export niepasteryzowane,"http://www.swiadomezakupy.pl/products/view/3076
",
90, 3185370000021, 375 ml             ,MOET & CHANDON, 375 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4162.jpg'],,,,Swiadome zakupy,,Szampan Imperial,"http://www.swiadomezakupy.pl/products/view/4135
",
91,," 0,5 l             ",Ciechan," 0,5 l             ",alkohol,"Piwo zawiera 18,1% ekstraktu oraz 9,0% alkoholu objętościowo. Ciechan Porter jest pasteryzowany.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1478.png'],,,,Swiadome zakupy,,Piwo CIECHAN PORTER,"http://www.swiadomezakupy.pl/products/view/1477
",
92,," 0,5 l             ",Ciechan," 0,5 l             ",alkohol,"Piwo zawiera 14,0% ekstraktu oraz do 5,4% alkoholu objętościowo. Ciechan Stout jest pasteryzowany.  							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1480.png'],,,,Swiadome zakupy,,Piwo CIECHAN STOUT,"http://www.swiadomezakupy.pl/products/view/1479
",
93, 3800008352371, 500 ml             ,Pliska, 500 ml             ,alkohol, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4543.jpg'],,,,Swiadome zakupy,,Brandy Coffee ,"http://www.swiadomezakupy.pl/products/view/4468
",
94,, 0 l             ,Kormoran Browar, 0 l             ,alkohol,"Składniki: woda, słód jęczmienny: pilzneński, karmelowy, palony, chmiel, drożdże","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1437.jpg'],,,,Swiadome zakupy,,Piwo Porter Warmiński,"http://www.swiadomezakupy.pl/products/view/1434
",
95, 5010494561289, 700 ml             ,GLENMORANGIE, 700 ml             ,alkohol,zaw. alkoholu 43%,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4209.jpg'],,,,Swiadome zakupy,,Single Malt Szkocka Whisky ,"http://www.swiadomezakupy.pl/products/view/4182
",
96,," 0,75 l             ",Jantoń," 0,75 l             ",alkohol,"<div class=""offer_data"">
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Smak:półsłodkie/białe
            </div></div>
<div class=""offer_data_item"">
<div class=""ofer_data_name"">Zawartość alkoholu:10,5
            </div></div>
</div>","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1308.jpg'],,,,Swiadome zakupy,,wino musujące Festino ,"http://www.swiadomezakupy.pl/products/view/1300
",
97,, 0 l             ,Kormoran Browar, 0 l             ,alkohol,"Składniki: woda, słody jęczmienne jasne i ciemne, chmiel","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1432.jpg'],,,,Swiadome zakupy,,Piwo Cerevisia Marcialis,"http://www.swiadomezakupy.pl/products/view/1429
",
98,," 0,3 l             ",Krajan," 0,3 l             ",alkohol,"Jasne, mocne piwo o wysokim ekstrakcie wagowym 14,1 Blg i alc. 7% obj							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1471.png'],,,,Swiadome zakupy,,Piwo Mocne Bawarskie,"http://www.swiadomezakupy.pl/products/view/1469
",
99, 5010327000404, 700 ml             ,GRANTS, 700 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4197.jpg'],,,,Swiadome zakupy,,Blend Szkocka whisky ,"http://www.swiadomezakupy.pl/products/view/4170
",
100, 3219820000207, 700 gram             ,MARTELL, 700 gram             ,alkohol,"Koniak Martell VSOP (Very Superior Old Pale) jest kompozycją dojrzałych eaux de vie pochodzących z
 czterech najlepszych obszarów upraw regionu Cognac, które leżakowały w 
dębowych beczkach od 10 do 12 lat.","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4317.jpg'],,,,Swiadome zakupy,,VSOP Koniak,"http://www.swiadomezakupy.pl/products/view/4288
",
101, 5010106110393, 700 ml             ,BALLANTINES, 700 ml             ,alkohol, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4230.jpg'],,,,Swiadome zakupy,,21 YO Blend Szkocka Whisky ,"http://www.swiadomezakupy.pl/products/view/4203
",
102, 59065910001233, 500 ml             ,Amber, 500 ml             ,alkohol,"
","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/586.jpg'],,,,Swiadome zakupy,,Johannes piwo,"http://www.swiadomezakupy.pl/products/view/601
",
103,," 0,5 l             ",Kormoran Browar," 0,5 l             ",alkohol,<br/>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1431.jpg'],,,,Swiadome zakupy,,Piwo Marcowe,"http://www.swiadomezakupy.pl/products/view/1428
",
104,," 0,3 l             ",Krajan," 0,3 l             ",alkohol,"Jasne, mocne o ekstrakcie wagowym 14,1º Blg i alk. 6% obj.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1461.png'],,,,Swiadome zakupy,,Piwo Irlandzkie Jasne,"http://www.swiadomezakupy.pl/products/view/1459
",
105, 5010106111956, 1 l             ,BALLANTINES, 1 l             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4193.jpg'],,,,Swiadome zakupy,,Blend Szkocka Whisky,"http://www.swiadomezakupy.pl/products/view/4166
",
106, 5901359024028, 400 ml             ,Redds, 400 ml             ,alkohol,"4,5% alk							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3294.jpg'],,,,Swiadome zakupy,,Piwo o smaku malinowym,"http://www.swiadomezakupy.pl/products/view/3265
",
107, 5010752000307, 700 ml             ,WILLIAM LAWSONS , 700 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4203.jpg'],,,,Swiadome zakupy,,Szkocka whisky,"http://www.swiadomezakupy.pl/products/view/4176
",
108, 7790189040104, 750 ml             ,MICHEL TORINO, 750 ml             ,alkohol,<h4>Szczegóły</h4>,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4184.jpg'],,,,Swiadome zakupy,,"Colección, Bonarda wino wytrawne cerwone","http://www.swiadomezakupy.pl/products/view/4157
",
109, 5000281005416, 700 ml             ,TALISKER , 700 ml             ,alkohol,Dziesięcioletnia whisky z wyspy Skye,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4213.jpg'],,,,Swiadome zakupy,,10 y.o. Single Malt Szkocka whisky ,"http://www.swiadomezakupy.pl/products/view/4186
",
110, 20505967, 50 ml             ,JACK DANIELS, 50 ml             ,alkohol,Zawartość alkoholu 40% obj							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4223.jpg'],,,,Swiadome zakupy,,Tennessee Whiskey ,"http://www.swiadomezakupy.pl/products/view/4196
",
111,," 0,5 l             ",Krajan," 0,5 l             ",alkohol,"Krajan Niefiltrowane to piwo naturalnie mętne, niefiltrowane, o ekstrakcie wagowym 14,1 Blg i alc.6%.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1470.png'],,,,Swiadome zakupy,,Piwo Krajan Niefiltrowane,"http://www.swiadomezakupy.pl/products/view/1468
",
112, 5000299606728, 500 ml             ,BALLANTINES, 500 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4195.jpg'],,,,Swiadome zakupy,,Blend Szkocka Whisky ,"http://www.swiadomezakupy.pl/products/view/4168
",
113, 5000267096261, 50 ml             ,JOHNNIE WALKER, 50 ml             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4218.jpg'],,,,Swiadome zakupy,, Black Label Blend Szkocka whisky ,"http://www.swiadomezakupy.pl/products/view/4191
",
114,," 0,5 l             ",Krajan," 0,5 l             ",alkohol,"Ciemne, mocne piwo o ekstrakcie wagowym 14 Blg, i alc. 6% obj.							","{'nutritional': '', 'package': ' butelka szklana \xa0\xa0                  '}",['http://www.swiadomezakupy.pl/uploads/products/940/1453.png'],,,,Swiadome zakupy,,Piwo Irlandzkie ciemne,"http://www.swiadomezakupy.pl/products/view/1451
",
115, 8594404005829, 500 ml             ,PILSNER URQUELL, 500 ml             ,alkohol, ,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/3301.jpg'],,,,Swiadome zakupy,,Piwo PILSNER URQUELL,"http://www.swiadomezakupy.pl/products/view/3272
",
116, 5000267013602, 1 l             ,JOHNNIE WALKER, 1 l             ,alkohol,Zawartość alkoholu: 40%							,"{'nutritional': '', 'package': ' butelka szklana \xa0\xa0          '}",['http://www.swiadomezakupy.pl/uploads/products/940/4208.jpg'],,,,Swiadome zakupy,,Red Label Blend Szkocka whisky ,"http://www.swiadomezakupy.pl/products/view/4181
",
